Stuart Ramsay witnesses a Taliban�,Sno.,Author_ID,ID,Text,Like Count,Reply Count,Retweet Count,NewFinal,Comments
2314,815,2745148862,1.43E+18,The Taliban takeover of Afghanistan in less than a month after US vacation of the country should be a lesson to US that you can't just impose new leadership unto every country. What works in Africa may not necessarily work in everywhere.,0,1,0,N,
,,,,,,,,,
2316,818,1.08E+18,1.43E+18,"(1/3) The rapid pace at which the taliban has taken control over major cities and provinces and now almost Kabul is beyond what we would consider alarming. Although a takeover of some sort was always expected, this current speed of progression was never expected, even by... https://t.co/WqSOykIwoy",1,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2322,836,135307483,1.43E+18,"Im going to stick my neck out and bet the vast majority of peeps in uk that were at least confused, maybe supportive of 2001 invasion of afghanistan, are now ambivalent of current situation.",1,1,0,N,
2323,837,989612426,1.43E+18,Too the fallen. We fight another day. #Afghanistan https://t.co/4HuLOTzPRE,1,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2344,958,1.15E+18,1.42E+18,"The key principles of Pak's policy towards Afghanistan include strengthening people-to-people contacts,deepening trade&amp;transit ties,undertaking joint connectivity&amp; energy project for enhanced economic integration,working together for peace in Afghanistan
#PakSupportingAfghanPeace",30,1,38,N,
,,,,,,,,,
2346,981,288259199,1.42E+18,"Ever wondered what the Taliban actually are?

Have a look at this @spectator interview to find out.

https://t.co/epYRXzFgSq",49,7,14,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2350,1007,3321613562,1.43E+18,Indians working for Afghan or foreign companies in Afghanistan should request their employer to facilitate travel from project sites to India: Advisory,0,1,0,N,
,,,,,,,,,
2352,1027,99458922,1.43E+18,US vows to isolate Taliban if they take power by force https://t.co/Qo9mjVImaV https://t.co/JKihDTtPyY,18,1,2,N,
2353,1033,1581815641,1.43E+18,"From Afghanistan 

https://t.co/foyNGdjjxx https://t.co/ZS9PzW7rRn",11,1,6,N,
,,,,,,,,,
2355,1035,207416808,1.43E+18,"Qureshi has the gall to criticize ANDSF and to deny his country's role in creating, financing, arming, training, and sheltering the Taliban mercenaries. 
https://t.co/F718jsEs7o",5,1,1,N,
,,,,,,,,,
2357,1045,790546093,1.43E+18,"The problem, as it's always been, is that there's no such thing as an #Afghanistan that commands such wide and deep loyalties among the locals that many are willing to fight and die for it:  https://t.co/jP6FXvOzug #BidenAdministration #NationBuilding #foreignpolicy #globalism",3,1,0,N,
,,,,,,,,,
,,,,,,,,,
2360,1050,1880259938,1.43E+18,"Why #sanctionPakistan ?

Here is a thread that can give you an overview of Pakistan’s vision for Afghanistan and its major contribution to the Afghan conflict. https://t.co/JVJUGsQp6j",45,14,37,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2368,1069,757832485,1.43E+18,"NEW!

President Donald J. Trump:

""Had our 2020 Presidential Election not been rigged, and if I were now President, the world would find that our withdrawal from Afghanistan would be a conditions-based withdrawal. https://t.co/TRXB7Cxf3H",2395,412,745,N,
,,,,,,,,,
2370,1073,7.33E+17,1.43E+18,"Attempts are underway to blame Pakistan for Afghanistan's failures. As the Taliban offensive is increasing, there are campaigns to shift its blame on Pak
#IndianDoubleGameInAfg 
@TeamForShaheen",0,1,3,N,
,,,,,,,,,
2372,1081,239331658,1.43E+18,"The situation indicates chances of a China-Pakistan-Afghan Taliban bloc against the US-India-Ashraf Ghani regime partnership as @ImranKhanPTI says @POTUS now strategic partner of @narendramodi  
https://t.co/TCysPpy7Km
#US #Pak #India #China #Geopolitical",1,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2378,1125,10691752,1.43E+18,McConnell calls on Biden to change course in Afghanistan before it's too late | Fox News https://t.co/9KKgRWrOqM,7,1,0,I,
2379,1129,410818960,1.43E+18,@OwenJones84  Taliban taking Afghanistan. Plus for you - America defeated. Con for you - gays murdered. Which you prefer? Genuinely interested.,106,215,17,N,
,,,,,,,,,
2381,1137,1674214326,1.43E+18,@PaigeWesley with all the Afghanistan issues happening I was wondering if y’all consider the taliban a cult?  Thought about doing an episode on them?,0,1,0,N,
2382,1138,1.13E+18,1.43E+18,Riverdale thought: Archie MUST be sent to Kabul to fight off the advance of the Taliban juggernaut. He is the only one that can save the collapsing American empire,1,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2391,1179,3637523779,1.43E+18,"Probably Afghanistan should have  a Swiss like Governance structures 

Where voice of People of Each Canton is heard .
A Decentralized self Ruling Structures .",11,1,0,N,
,,,,,,,,,
2393,1184,131926473,1.43E+18,I will be speaking to @KayBurley on @SkyNews at 805 discussing the Taliban takeovers in Herat and Kandahar,77,7,9,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2397,1223,2962172813,1.43E+18,Taliban should rename Salma dam to Burhan Wani Shaheed Dam.,57,10,3,N,
,,,,,,,,,
,,,,,,,,,
2400,1237,76918775,1.43E+18,"Finally: ""The Pakistani military is integral in the Taliban’s resurgence. (...) they’re actively aiding &amp; equipping the Taliban. The U.S. must suspend all aid &amp; consider sanctions on key military &amp; intelligence officials.""

#SanctionPakistan 

https://t.co/kCyxb5w5PP #FoxNews",992,214,372,N,
,,,,,,,,,
2402,1247,221033385,1.43E+18,"The story of two superpower invasions of #Afghanistan is all about the similarities that end up erasing the undeniable differences, says @Bershidsky 

#Russia #USA #Taliban https://t.co/l79SiWvqoo via @bopinion",10,2,3,N,
2403,1258,989409428,1.43E+18,"All day I see people saying we just need to keep military forces in Afghanistan - but with the US gone, where are these troops going to come from? We'd have to have a substantial European coalition to make it work",3,1,0,N,
,,,,,,,,,
2405,1276,1.36E+18,1.43E+18,"As USA exits #Afghanistan, now is a good time to remember the #Taliban was most likely a splinter group from one of the main militia groups after the Soviet collapse. At that time, Osama bin Laden &amp; Al-Qaeda were considered Western allies.

https://t.co/8oqObAhpLT

#Vietnam #Iraq",1,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2410,1291,19706851,1.43E+18,"❓Will the Taliban take over Afghanistan?

🔴The militants have now captured more than a dozen provincial capitals in a week in what is a fast-moving situation

Thread ~

https://t.co/vvo0BPZcUq https://t.co/addUNryYkN",15,7,12,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2418,1339,358859720,1.43E+18,"The emerging narrative about Afghanistan is that Aghanistan was messed up because of Iraq. While this sounds plausible, it is deeply misleading. The imperial adventure in Afghanistan was doomed from the beginning.",24,1,5,N,
2419,1340,34371118,1.43E+18,Buried in this superb @KimDozier piece is that Afghan officials now think @US4AfghanPeace was played all along by the Taliban in Doha talks. https://t.co/be4BbEo5q1,209,44,106,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2437,1393,15405421,1.42E+18,"“Taliban are the third militant Islamist movement active in Afghanistan (in a century) that has been supported by the UK and which aims to replace a progressively leaned political order with a draconian, repressive Islamist one.”

https://t.co/bLA9okIwUu",3,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2441,1403,318489159,1.42E+18,"Prez Erdoğan admitted last week that #Turkey ""does not have any conflicting issues with [the Taliban's] beliefs."" 

Biden should be wary of Erdogan's Afghanistan gambit | Opinion via @Newsweek 

https://t.co/qqgmA7pOk5

#US #USA  #Afghanistan #NATO #Taliban #terrorism",5,1,3,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2449,1433,722794422,1.43E+18,America has failed Afghanistan...,7,2,1,N,
,,,,,,,,,
,,,,,,,,,
2452,1437,7.52E+17,1.43E+18,The withdrawal of 🇺🇸 forces in Afghanistan 🇦🇫 is a puzzle 🧩 has still refused to fit: it is either the USA has laid a suicide mission bait for the Taliban or the change in foreign policy on Afghanistan 🇦🇫 is to lure others into that theatre of war with the USA waiting to win. 🤷🏾‍♂️,5,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2463,1481,1.31E+18,1.43E+18,Afghanistan news: Taliban runs riot sparking fears of overwhelming EU migrant crisis https://t.co/1rkEvdDVC1,6,3,1,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2472,1514,1.34E+18,1.42E+18,"#BREAKING London(VCA News | World Report) The Biden administration’s decision to withdraw US troops from Afghanistan is ignominious, as it lets down the Afghans in their daily fight against their former oppressors, retired US military commander and former CIA director David https://t.co/HGqhr6N3iJ",1,1,1,N,
2473,4,2326532184,1.39E+18,"Third wave ‘detected’ as 166 new COVID cases reported

https://t.co/VowHOIEn9o

#ArianaNews #ATNNews #AfghanNews #AryanaNews #ATN #News #Afghanistan #Coronavirus #COVID19 #Healthcare #pandemic #outbreak #ThirdWave https://t.co/zOf7APi594",5,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2486,58,1.39E+18,1.39E+18,"I'm not from Syria 
I'm not from Palestine 
I'm not from Iraq 
I'm not from Afghanistan 
I'm not from Kashmir
Or I'm not an Uyghur Muslim 
But when they bleed I will bleed too bcz we are ONE UMMAH💫
#PalestineBleeding 
#StopIsraeliTerrorism #WeStands4Palestine https://t.co/kooQsBnF2N",3,1,1,X,
,,,,,,,,,
2488,62,14985228,1.39E+18,"This Saturday: the Metropolitan Theater Co of NYC is presenting two of my short plays, ""Mile 22"" and ""The Taliban,"" online! Join us, schmooze, and see (AFAIK) the only work of dramatic literature set during a major urban marathon! 

https://t.co/39tPULXim5",43,3,9,X,
,,,,,,,,,
,,,,,,,,,
2491,69,4484115214,1.39E+18,"This ⁦@axios⁩ piece should scare hell out of anyone who knows how national security &amp; civ-mil relations should work.  Problem is, none of it is at all surprising.  https://t.co/8G49lBugRw",1149,47,364,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2497,88,1.08E+18,1.40E+18,"I bet Afghanistan weed so loud,that shit will get you stoned to death",0,1,0,X,
,,,,,,,,,
,,,,,,,,,
2500,92,4823705386,1.39E+18,"Hazara embroidery from central Afghanistan, on cotton or silk material enlivened by very fine lines of cross or herringbone stitch #womensart https://t.co/2ff6AjeXif",566,3,108,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2509,113,555156138,1.40E+18,"Please help Mursal from #Afghanistan get her F-1 visa and attend DePaul University this Fall! She needs to raise $25k of which she has raised $6,865. 

Please donate and or share and help her raise the remaining of the funds.

Thank you!

https://t.co/d9loNo8L6L",18,2,7,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2522,136,1.09E+18,1.40E+18,"#IndianArmyExposed
All extremists actions are connected with each other &amp; somehow. It has already revealed internationally that Indian banks are involved in Money Laundering &amp; transferring of Money to Terrorists in Afghanistan &amp; Pakistan. @DifaeyPakistan 
https://t.co/bakDMnt4JS",116,6,68,X,
2523,139,3060260093,1.40E+18,TOMORROW Jeff Schloesser joins @WGIRAM to discuss his book- Marathon War #BookBoost #book #WritingCommunity #war #author #leadership #Afghanistan #America #americanmilitary #Read #UnitedStates https://t.co/wkw8RdLY0J,0,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2530,170,17601988,1.39E+18,via @NYTimes try enfamil? W/⁦@Tmgneff⁩ and ⁦@EricSchmittNYT⁩  https://t.co/yKqh9UPXJj,6,1,2,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2543,216,9.63E+17,1.40E+18,"Attire of the Hazara people of Afghanistan.
Beautiful, isn't it? https://t.co/el1iTfu4T4",627,13,65,X,
,,,,,,,,,
,,,,,,,,,
2546,223,1.38E+18,1.40E+18,"The U.S. spent approx $47 billion in foreign aid in 2019. Israel was #2 in foreign aid, Afghanistan is #1. Other beneficiaries are Jordan, Egypt, Iraq, Ethiopia, Yemen, Colombia, Nigeria, and Lebanon. These 10 countries receive 35% of all foreign aid. It’s really not that https://t.co/5J5S3EoDtL",0,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2566,255,1.39E+18,1.40E+18,"Attan (Pashto: اتڼ) is a traditional Pashtun dance that originated in Afghanistan. The Attan began as a folk dance conducted by Pashtuns in times of war or during weddings or other celebrations (engagements, Nawroz, and informal gatherings)..
#BeautifulWaziristan #Ladha https://t.co/jdLy3OjkAU",36,1,11,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2572,286,162171805,1.39E+18,"“Benafsha  is a high school student attending my workshops on Afghanistan’s environment and biodiversity, keen to become part of programs that protected Afghanistan’s beautiful nature.” Her teacher @afaridnoori tells me. https://t.co/7i9FTCrC7p",77,5,18,X,
,,,,,,,,,
,,,,,,,,,
2575,301,138168339,1.39E+18,"Among many things @HillaryClinton discussed in her interview with @JoyAnnReid, she noted the ""watershed moment"" of VP Harris and Speaker Pelosi and called it ""thrilling."" 

https://t.co/Sw9RBQta3E",665,24,116,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2579,313,1.14E+18,1.39E+18,"|skull|
|no entry|⛔|no entry|
|feet|🐾|feet|
It is indeed sad for B3.0 that Myanmar, Afghanistan &amp; Israel-Palestine are in turmoil with concerned parties not paying any heed to the website's instructions.
UGN &amp; Goddeath Money seem a far off bet as of now.
And Earth is fast running out of time.
Sad.
.",0,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2593,7,1.21E+18,1.40E+18,"#BREAKING : 1/ The four womens Nimisha (Fathima) Sonia (Ayesha) Merrin (Mariyam) from #Kerala who left #India with their husbands and joined the terrorist group Islamic State in #Afghanistan, after their husbands were killed in #Afghanistan now wants to return back to #India. https://t.co/gfAyO1w45W",17,1,5,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2608,39,1967912713,1.41E+18,"I am proud to know @marziababakarkh , here is a glimpse at the reasons why.
#RefugeeWeek2021 
#RefugeesWelcome Here. 
https://t.co/9gAsKj7O9y",4,1,4,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2614,70,141924544,1.41E+18,"A must read from @Emran_Feroz: a tale of two booksellers in Kabul - one a former communist, the other a former jihadist - whose friendship epitomises the contradictions of Afghanistan and offer hope for its future. @newlinesmag https://t.co/zOsc6lCwkW",11,1,9,X,
2615,71,7.48E+17,1.41E+18,"If Indians were ‘shameless’ in engaging with the Taliban  notwithstanding all that had transpired, what were the Taliban, in shaking hands with those who plotted the killing of their brothers in arms? Not equally shameless? Then don’t they deserve each other.",165,25,25,X,
,,,,,,,,,
2617,85,297433585,1.40E+18,"On average, from every 100 addicts; 40 are women and children in #Afghanistan. https://t.co/vUEpNaE0bk",57,2,14,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2626,122,336409520,1.41E+18,The Outpost is a good watch on Netflix if you’re into action and war...it’s based on a TRUE story of how the AMERICAN GOVERNMENT set THEIR OWN troops up to die in a camp based in between Afghanistan and Pakistan...really good movie,0,1,0,X,people are relating this event with other one. How should we consider such type of tweets?
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2638,176,9130702,1.41E+18,"Drones range from the new 1.16-ounce Black Hornet, a palm-size vehicle that can carry supplies, to the RQ-4 Global Hawk, a nearly 48-foot long, high-altitude, long-duration surveillance aircraft developed by San Diego’s Northrop Grumman division. https://t.co/iV94pR6Voq",26,1,9,X,or may be 'I' if it is relevant.
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2649,204,538949379,1.40E+18,Pashtun Atif appointed as head of National Environmental Protection Agency of Afghanistan. https://t.co/23xDKbM3we,16,4,1,X,IS THIS INFO IS RELATED TO EVENT?
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2658,229,8.44E+17,1.41E+18,"3,600+ healthcare workers died of covid-19 over the past year. That’s more than the number of U.S. military deaths in Afghanistan since 2001.

They risked (and some lost) their lives to save us.  Tag a healthcare worker you know to thank them. 
|medical symbol|️|stethoscope|🧑‍|medical symbol|️|man health worker|😍
#mondaythoughts https://t.co/x5h5TvKoNn",281,12,212,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2669,256,1.22E+18,1.40E+18,"Today I had a wonderful meeting with Dr. Abdul Zahir Shakib, DG, Academy of Science Afghanistan and discussed ways to promote academic and cultural ties. https://t.co/e2RRDJYeyt",7,2,0,X,
,,,,,,,,,
2671,260,1109469626,1.40E+18,If you show your ass(as in female ass)on Twitter? I’d better have defended it in Afghanistan or Iraq. Yeah...that’s what I thought! Stop following ass on twitter.,1,1,0,X,
2672,261,7.79E+17,1.40E+18,"The ISI snatched terrorists like Aslam Achho, Tajo Murree, Rahim Murree under the protection of Rama and RAW in Afghanistan.
 The same ISI breaks into Asad's house and hits him in the elbow and runs away😂|joy|😂|joy|
 #مارخور_کتے_نہیں_مارتے https://t.co/0EQe4KQooh",198,16,117,X,Is this related to our event?
2673,281,1.37E+18,1.40E+18,"It's my request to Taliban to have a better headshot next time on #Malala
#malalayousafzai #MalalaOnMarriage #MiaKhalifa https://t.co/YJmJNnVSZp",0,1,0,X,How it should be taken because malal is from pakistan
2674,282,78185470,1.40E+18,"FT:  Bangladesh |regional indicator b|🇩|one|-|one|🇦|regional indicator f| Afghanistan 

The Bangla Tigers |tiger face| share points with a late equaliser against |flag for Afghanistan|

#AsianQualifiers #BANvAFG https://t.co/y6eI9JIMrR",193,7,43,X,
,,,,,,,,,
2676,289,4387220369,1.40E+18,"Arresting Manzoor Pashteen  the head of a peaceful and non-violent movement will prove counterproductive. On one hand it shows utter cowardice, moral bankruptcy and insecurity  on the part of deep state with 'deep pockets' and on the other hand shows our policy towards Taliban nd",4,4,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2681,298,374393648,1.40E+18,"Hoeniranu, disconnect your VPN from Afghanistan and restart.

Suffer no dey taya you werey? |man shrugging medium skin tone|",12,3,7,X,
2682,300,71021521,1.40E+18,"This video was filmed in 2006, but the subject is timeless. Four returning vets from Iraq and Afghanistan talk about their Post Traumatic Stress symptoms https://t.co/0CpcHsVMZo #PTSD #helpforveterans https://t.co/Cd6uL9houZ",3,1,1,X,
,,,,,,,,,
,,,,,,,,,
2685,309,374492036,1.41E+18,"England - best limited overs side in the world.

India - deepest cricketing team in the world right now. And they’re the hosts.

Afghanistan - Best spinner in T20 cricket.

Likely to add Bangladesh and their great team as well.

Spain without the S for the Proteas |broken heart| https://t.co/RrW529VFpL",2,2,0,X,
,,,,,,,,,
2687,319,1.32E+18,1.41E+18,"Happy Birthday to leader of the people,inspiration of young girls like me … my graceful, visionary leader Benazir Bhutto. 
Osama bin Ladin was used to order her murder and she was killed by Taliban leader baitUllah Mehsud during an army generals dictatorship in Pakistan https://t.co/2XITTIp0ON",147,8,32,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2691,336,278532322,1.40E+18,"""There are worse things that can kill you."" #Afghanistan struggles with devastating #Covid 3rd wave as vaccines expire &amp; hospitals are overwhelmed by too many patients &amp; not enough oxygen @ForeignPolicy  #PublicHealthCrisis #coronavirus Pix by @Massoud151 https://t.co/XnHVOIaRZC",6,1,5,X,
2692,337,284694572,1.40E+18,"His software must be updated as soon as possible. It is need of the day.Look at the guards on his both sides, it reminds me that taliban’s Amir who used to speak loudly in masjid for Chanda. A symbol of terror.  #Twajoo https://t.co/hfkp12x6dc",2,1,1,X,
,,,,,,,,,
2694,342,14574055,1.40E+18,"This arrived today, five years and three days after the Taliban killed him. |broken heart| David Gilkey. https://t.co/BmYUtjjwUu",15,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2704,384,1.32E+18,1.40E+18,Omar says she's getting death threats over comparison of US and Israel to Hamas and Taliban https://t.co/EJf7mgn6AW,0,1,0,X,
,,,,,,,,,
,,,,,,,,,
2707,389,7.86E+17,1.40E+18,"Mn.Omar has again made shameful statements about the US /Israel and Hamas/Taliban.Remove her from the Foreign Affairs Committee.Pelosi get control over her hate.Klobuchar,Smith and Phillips mentor her!Omar has again shamed Mn.She must be censored.@IlhanMN @SpeakerPelosi @ Dems",0,2,0,X,I don�t understand whether this is relevant or not?
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2724,7,889228068,1.42E+18,PTI has issued a ticket of Ulema-e-Mashaikh seat in the AJK Assembly to Taliban commander who held a key position in Afghanistan during Taliban era. Mazhar Shah started his journey from Harkat-ul-Mujahideen later served important positions in the Jaish-e-Muhammad of Masood Azhar. https://t.co/rhvnjk3zb2,74,8,41,X,IT CAN BE RELEVANT BECAUSE ELECTION WAS ALSO GOING ON THAT TIME WHO WILL BE IN POWER
,,,,,,,,,
,,,,,,,,,
2727,20,2442322265,1.42E+18,"1/2
Taliban council in Quetta announced 
""بلد مباح و مستباح""
This fatwa is very dangerous٫ based on this fetwa any taliban attack on peoples’ lives and properties allowed by sharia.
Therefore if Herati people don’t take a stand against talibans |point down|
#هرات_در_خطر https://t.co/RxEikLhtrd",15,2,5,X,Quetta is in pak
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2734,59,1.30E+18,1.42E+18,"1. The injured #Taliban are being treated at the government hospital in #Chaman. What a respect!
2. Pakistani media is not allow to cover any campaign/protest/incident happen on #Pashtuns or even to take the interview of #PTM leaders @ManzoorPashteen @mjdawar &amp; @Aliwazirna50.
1/2",2,2,2,X,check pashtun tweets
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2752,136,7.30E+17,1.42E+18,"@FTCCI &amp; Consulate General of the Islamic Republic of Afghanistan-Hyderabad has organised a Seminar on Promotion of Business between Afghanistan &amp; Telangana State
|spiral calendar pad|️ 29th July, 2021
|clock3| 3:00pm
LIVE📽️ streaming:|arrow heading down|️
https://t.co/5jSXYcYwHQ

More📷Photographs:
https://t.co/xmUiWbC1PR https://t.co/VBesNN1Hlh",3,1,0,X,This is not about our event
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2759,163,437867912,1.42E+18,#ISIS and #Taliban are two sides of the same coin. Russia is most likely the target,0,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2766,195,1027230854,1.42E+18,New competition for Taliban nasheeds https://t.co/ZTGI2H5oaR,31,7,6,X,
,,,,,,,,,
,,,,,,,,,
2769,214,1.30E+18,1.42E+18,"#extendeidholidays

eid ul adha is a big event in pakistan govt should take action to increase in holidays ......
#StockMarket 
#Taliban 
#BabarAzam 
#StopWatching
#IREvSA https://t.co/DVphRwusxH",1,2,1,X,
2770,215,3368198488,1.42E+18,"The fact that PTM is launching attacks on the Pak Army is disgraceful. They want to turn Pakistan into Afghanistan

#AntiPakistanPTM",0,1,3,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2774,239,7.99E+17,1.42E+18,"There may be something to the ""Iraq sapped resources from Afghanistan"" argument.  But from a completely military standpoint, it's difficult to undersell how much it helped the Taliban that they got more or less a free hand to operate in Pakistan for years.",1,1,0,X,
,,,,,,,,,
,,,,,,,,,
2777,256,1.21E+18,1.41E+18,"Keep in mind Indian play double game with Taliban .
#Kandahar
#Afghanistan https://t.co/ILYni8RvLU",59,4,13,X,
2778,260,1.03E+18,1.41E+18,"Two issues that threaten Pakistan's emerging economy. 
One is unrest in Afghanistan on which we hope: Taliban &amp; their countrymen find peace &amp; healing.
2nd is possibility of rising Covid cases. Be careful during Eid. This is in YOUR hands. Revive SOPs: Masks, Distance &amp; Wash Hands https://t.co/85YFDcQPqv",304,29,70,X,
,,,,,,,,,
,,,,,,,,,
2781,272,258488945,1.41E+18,"at a bowling alley in the Poconos and just overheard some dad in the lane next to us tell his kids ""imagine those pins as the Taliban""",4,1,1,X,
